,open_dt,close_dt,symbol,amount,buy,sell,long,pnl,rt_returns,duration,returns
0,2020-01-10 15:56:00-05:00,2020-01-13 15:56:00-05:00,AMZN,2.0,1886.17,1890.17,True,8.0,0.0021206996188042433,3 days 00:00:00,0.000800903419056696
1,2020-01-10 15:56:00-05:00,2020-01-13 15:56:00-05:00,AAPL,9.0,316.99,309.9,False,-63.81000000000029,-0.022366636171488163,3 days 00:00:00,-0.006388205896251001
2,2020-03-04 15:56:00-05:00,2020-03-05 15:56:00-05:00,AMZN,2.0,1974.9,1923.49,True,-102.82000000000016,-0.026031697807483965,1 days 00:00:00,-0.010347405953029113
3,2020-03-04 15:56:00-05:00,2020-03-05 15:56:00-05:00,AAPL,9.0,291.85,302.31,False,94.13999999999982,0.03584032893609724,1 days 00:00:00,0.009473884423440548
4,2020-04-20 15:56:00-04:00,2020-04-21 15:56:00-04:00,AMZN,2.0,2330.36,2395.73,False,130.73999999999978,0.02805145986027905,1 days 00:00:00,0.013157603412080337
5,2020-04-20 15:56:00-04:00,2020-04-21 15:56:00-04:00,AAPL,10.0,277.66,268.75,True,-89.10000000000025,-0.03208960599294109,1 days 00:00:00,-0.008966976166562363
6,2020-06-10 15:56:00-04:00,2020-06-11 15:56:00-04:00,AMZN,1.0,2651.63,2559.49,True,-92.14000000000033,-0.034748437753382,1 days 00:00:00,-0.00923374173983981
7,2020-06-10 15:56:00-04:00,2020-06-11 15:56:00-04:00,AAPL,8.0,336.3,353.45,False,137.19999999999982,0.05099613440380606,1 days 00:00:00,0.013749396209095027
8,2020-07-10 15:56:00-04:00,2020-07-13 15:56:00-04:00,AMZN,1.0,3106.65,3200.59,False,93.94000000000005,0.030238359647852205,3 days 00:00:00,0.009373041878359993
9,2020-07-10 15:56:00-04:00,2020-07-13 15:56:00-04:00,AAPL,7.0,383.49,382.53,True,-6.720000000000255,-0.002503324728154675,3 days 00:00:00,-0.0006705007602999946
10,2020-07-24 15:56:00-04:00,2020-07-27 15:56:00-04:00,AMZN,1.0,3057.93,3002.94,False,-54.98999999999978,-0.01798275303882031,3 days 00:00:00,-0.005446058861804378
11,2020-07-24 15:56:00-04:00,2020-07-27 15:56:00-04:00,AAPL,8.0,370.58,379.01,True,67.44000000000005,0.02274812456149821,3 days 00:00:00,0.006679072733953247
12,2020-09-25 15:56:00-04:00,2020-09-28 15:56:00-04:00,AMZN,1.0,3172.38,3098.79,False,-73.59000000000015,-0.023197094925576426,3 days 00:00:00,-0.007269368684124757
13,2020-09-25 15:56:00-04:00,2020-09-28 15:56:00-04:00,AAPL,26.0,112.4,114.89,True,64.73999999999987,0.022153024911031983,3 days 00:00:00,0.006395147827289507
14,2020-10-05 15:56:00-04:00,2020-10-06 15:56:00-04:00,AMZN,1.0,3100.61,3198.67,False,98.05999999999995,0.031626034877008054,1 days 00:00:00,0.00969497316728821
15,2020-10-05 15:56:00-04:00,2020-10-06 15:56:00-04:00,AAPL,25.0,116.41,113.12,True,-82.2499999999998,-0.02826217678893559,1 days 00:00:00,-0.00813187378145476
16,2020-11-06 15:56:00-05:00,2020-11-09 15:56:00-05:00,AMZN,1.0,3143.49,3311.2,False,167.71000000000004,0.05335152966925298,3 days 00:00:00,0.016572625670721465
17,2020-11-06 15:56:00-05:00,2020-11-09 15:56:00-05:00,AAPL,25.0,118.93,116.37,True,-64.00000000000006,-0.021525266963760215,3 days 00:00:00,-0.006324298151130968
18,2020-11-27 15:57:00-05:00,2020-11-30 15:56:00-05:00,AMZN,1.0,3162.03,3195.64,False,33.60999999999967,0.010629247666846826,2 days 23:59:00,0.003286437310303795
19,2020-11-27 15:56:00-05:00,2020-11-30 15:56:00-05:00,AAPL,25.0,116.59,119.32,True,68.24999999999974,0.02341538725448143,3 days 00:00:00,0.006673589599173917
