"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"620";"USDJPY_M1";"Buy";"2017.01.31 20:00:00";"112.727";"0.10000";"2017.02.02 10:00:00";"112.377";"-35.00";"15680.10";"IST";"SL";"-35.00";"122.50";"1d 14h 0m";""
"621";"USDJPY_M1";"Sell";"2017.02.02 11:00:00";"112.362";"0.10000";"2017.02.02 16:00:00";"112.712";"-35.00";"15645.10";"IST";"SL";"-35.00";"28.90";"5h 0m";""
"622";"USDJPY_M1";"Buy";"2017.02.02 17:00:00";"112.495";"0.10000";"2017.02.03 21:00:00";"112.692";"19.70";"15664.80";"IST";"End Of Friday (Time)";"-17.80";"97.20";"1d 4h 0m";""
"623";"USDJPY_M1";"Sell";"2017.02.05 23:00:00";"112.568";"0.10000";"2017.02.09 15:00:00";"112.918";"-35.00";"15629.80";"IST";"SL";"-35.00";"95.40";"3d 16h 0m";""
"624";"USDJPY_M1";"Sell";"2017.02.09 23:00:00";"113.293";"0.10000";"2017.02.10 00:00:00";"113.643";"-35.00";"15594.80";"IST";"SL";"-35.00";"1.40";"1h 0m";""
"625";"USDJPY_M1";"Sell";"2017.02.10 01:00:00";"113.696";"0.10000";"2017.02.10 21:00:00";"113.376";"32.00";"15626.80";"IST";"End Of Friday (Time)";"-18.10";"81.60";"20h 0m";""
"626";"USDJPY_M1";"Sell";"2017.02.13 08:00:00";"113.539";"0.10000";"2017.02.13 13:00:00";"113.889";"-35.00";"15591.80";"IST";"SL";"-35.00";"8.10";"5h 0m";""
"627";"USDJPY_M1";"Sell";"2017.02.13 19:00:00";"113.683";"0.10000";"2017.02.14 15:00:00";"114.033";"-35.00";"15556.80";"IST";"SL";"-35.00";"41.30";"20h 0m";""
"628";"USDJPY_M1";"Buy";"2017.02.14 16:00:00";"114.417";"0.10000";"2017.02.15 16:00:00";"114.067";"-35.00";"15521.80";"IST";"SL";"-35.00";"54.00";"1d 0h 0m";""
"629";"USDJPY_M1";"Sell";"2017.02.15 17:00:00";"114.192";"0.10000";"2017.02.17 21:00:00";"112.936";"125.60";"15647.40";"IST";"End Of Friday (Time)";"-19.90";"155.40";"2d 4h 0m";""
"630";"USDJPY_M1";"Buy";"2017.02.19 22:00:00";"112.900";"0.10000";"2017.02.24 09:00:00";"112.550";"-35.00";"15612.40";"IST";"SL";"-35.00";"87.80";"4d 11h 0m";""
"631";"USDJPY_M1";"Buy";"2017.02.24 17:00:00";"112.288";"0.10000";"2017.02.24 20:00:00";"111.938";"-35.00";"15577.40";"IST";"SL";"-35.00";"0.00";"3h 0m";""
"632";"USDJPY_M1";"Buy";"2017.02.26 23:00:00";"112.248";"0.10000";"2017.02.28 15:00:00";"111.898";"-35.00";"15542.40";"IST";"SL";"-35.00";"59.30";"1d 16h 0m";""
"633";"USDJPY_M1";"Buy";"2017.02.28 19:00:00";"112.128";"0.10000";"2017.03.01 13:00:00";"113.928";"180.00";"15722.40";"IST";"PT";"0.00";"180.00";"18h 0m";""
"634";"USDJPY_M1";"Sell";"2017.03.01 17:00:00";"113.664";"0.10000";"2017.03.01 23:00:00";"114.014";"-35.00";"15687.40";"IST";"SL";"-35.00";"17.10";"6h 0m";""
"635";"USDJPY_M1";"Sell";"2017.03.02 05:00:00";"114.006";"0.10000";"2017.03.02 12:00:00";"114.356";"-35.00";"15652.40";"IST";"SL";"-35.00";"3.10";"7h 0m";""
"636";"USDJPY_M1";"Sell";"2017.03.02 13:00:00";"114.373";"0.10000";"2017.03.03 18:00:00";"114.723";"-35.00";"15617.40";"IST";"SL";"-35.00";"28.10";"1d 5h 0m";""
"637";"USDJPY_M1";"Sell";"2017.03.03 20:00:00";"114.125";"0.10000";"2017.03.03 21:00:00";"113.930";"19.50";"15636.90";"IST";"End Of Friday (Time)";"-2.00";"20.70";"1h 0m";""
"638";"USDJPY_M1";"Sell";"2017.03.05 22:00:00";"113.883";"0.10000";"2017.03.08 12:00:00";"114.233";"-35.00";"15601.90";"IST";"SL";"-35.00";"30.40";"2d 14h 0m";""
"639";"USDJPY_M1";"Buy";"2017.03.08 15:00:00";"114.540";"0.10000";"2017.03.10 21:00:00";"114.760";"22.00";"15623.90";"IST";"End Of Friday (Time)";"-27.50";"96.40";"2d 6h 0m";""
"640";"USDJPY_M1";"Buy";"2017.03.13 01:00:00";"114.862";"0.10000";"2017.03.13 06:00:00";"114.512";"-35.00";"15588.90";"IST";"SL";"-35.00";"5.60";"5h 0m";""
"641";"USDJPY_M1";"Buy";"2017.03.13 10:00:00";"114.641";"0.10000";"2017.03.15 18:00:00";"114.291";"-35.00";"15553.90";"IST";"SL";"-35.00";"55.20";"2d 8h 0m";""
"642";"USDJPY_M1";"Sell";"2017.03.15 21:00:00";"113.370";"0.10000";"2017.03.19 21:00:00";"112.682";"68.80";"15622.70";"IST";"End Of Friday";"-19.70";"78.60";"4d 0h 0m";""
"643";"USDJPY_M1";"Buy";"2017.03.19 22:00:00";"112.647";"0.10000";"2017.03.21 00:00:00";"112.297";"-35.00";"15587.70";"IST";"SL";"-35.00";"25.10";"1d 2h 0m";""
"644";"USDJPY_M1";"Buy";"2017.03.21 01:00:00";"112.401";"0.10000";"2017.03.21 15:00:00";"112.051";"-35.00";"15552.70";"IST";"SL";"-35.00";"46.50";"14h 0m";""
"645";"USDJPY_M1";"Buy";"2017.03.22 00:00:00";"111.554";"0.10000";"2017.03.22 09:00:00";"111.204";"-35.00";"15517.70";"IST";"SL";"-35.00";"21.50";"9h 0m";""
"646";"USDJPY_M1";"Buy";"2017.03.22 10:00:00";"111.357";"0.10000";"2017.03.22 13:00:00";"111.007";"-35.00";"15482.70";"IST";"SL";"-35.00";"7.60";"3h 0m";""
"647";"USDJPY_M1";"Buy";"2017.03.22 14:00:00";"110.990";"0.10000";"2017.03.23 13:00:00";"110.640";"-35.00";"15447.70";"IST";"SL";"-35.00";"58.90";"23h 0m";""
"648";"USDJPY_M1";"Buy";"2017.03.23 18:00:00";"111.062";"0.10000";"2017.03.24 19:00:00";"110.712";"-35.00";"15412.70";"IST";"SL";"-35.00";"41.90";"1d 1h 0m";""
"649";"USDJPY_M1";"Buy";"2017.03.26 22:00:00";"110.955";"0.10000";"2017.03.26 22:00:00";"110.605";"-35.00";"15377.70";"IST";"SL";"-35.00";"4.50";"0s";""
"650";"USDJPY_M1";"Buy";"2017.03.27 07:00:00";"110.215";"0.10000";"2017.03.31 00:00:00";"112.015";"180.00";"15557.70";"IST";"PT";"-10.60";"180.00";"3d 17h 0m";""
"651";"USDJPY_M1";"Sell";"2017.03.31 02:00:00";"112.046";"0.10000";"2017.04.02 21:00:00";"111.384";"66.20";"15623.90";"IST";"End Of Friday";"-17.10";"78.40";"2d 19h 0m";""
"652";"USDJPY_M1";"Buy";"2017.04.03 03:00:00";"111.372";"0.10000";"2017.04.03 14:00:00";"111.022";"-35.00";"15588.90";"IST";"SL";"-35.00";"21.70";"11h 0m";""
"653";"USDJPY_M1";"Sell";"2017.04.03 17:00:00";"111.016";"0.10000";"2017.04.05 13:00:00";"111.366";"-35.00";"15553.90";"IST";"SL";"-35.00";"72.60";"1d 20h 0m";""
"654";"USDJPY_M1";"Sell";"2017.04.05 21:00:00";"110.698";"0.10000";"2017.04.06 15:00:00";"111.048";"-35.00";"15518.90";"IST";"SL";"-35.00";"38.80";"18h 0m";""
"655";"USDJPY_M1";"Sell";"2017.04.06 19:00:00";"110.743";"0.10000";"2017.04.07 16:00:00";"111.093";"-35.00";"15483.90";"IST";"SL";"-35.00";"59.00";"21h 0m";""
"656";"USDJPY_M1";"Buy";"2017.04.07 18:00:00";"111.350";"0.10000";"2017.04.09 21:00:00";"111.034";"-31.60";"15452.30";"IST";"End Of Friday";"-31.70";"1.60";"2d 3h 0m";""
"657";"USDJPY_M1";"Sell";"2017.04.09 23:00:00";"111.300";"0.10000";"2017.04.12 00:00:00";"109.500";"180.00";"15632.30";"IST";"PT";"-30.00";"180.00";"2d 1h 0m";""
"658";"USDJPY_M1";"Buy";"2017.04.12 01:00:00";"109.442";"0.10000";"2017.04.12 20:00:00";"109.092";"-35.00";"15597.30";"IST";"SL";"-35.00";"42.50";"19h 0m";""
"659";"USDJPY_M1";"Buy";"2017.04.12 21:00:00";"109.033";"0.10000";"2017.04.14 12:00:00";"108.683";"-35.00";"15562.30";"IST";"SL";"-35.00";"36.10";"1d 15h 0m";""
"660";"USDJPY_M1";"Buy";"2017.04.14 19:00:00";"108.593";"0.10000";"2017.04.16 21:00:00";"108.696";"10.30";"15572.60";"IST";"End Of Friday";"-2.60";"10.30";"2d 2h 0m";""
"661";"USDJPY_M1";"Buy";"2017.04.16 21:00:00";"108.716";"0.10000";"2017.04.16 23:00:00";"108.366";"-35.00";"15537.60";"IST";"SL";"-35.00";"9.80";"2h 0m";""
"662";"USDJPY_M1";"Buy";"2017.04.17 00:00:00";"108.332";"0.10000";"2017.04.23 21:00:00";"110.132";"180.00";"15717.60";"IST";"PT";"-20.00";"180.00";"6d 21h 0m";""
"663";"USDJPY_M1";"Sell";"2017.04.24 06:00:00";"110.197";"0.10000";"2017.04.25 09:00:00";"110.547";"-35.00";"15682.60";"IST";"SL";"-35.00";"58.30";"1d 3h 0m";""
"664";"USDJPY_M1";"Sell";"2017.04.25 23:00:00";"110.984";"0.10000";"2017.04.26 00:00:00";"111.334";"-35.00";"15647.60";"IST";"SL";"-35.00";"0.00";"1h 0m";""
"665";"USDJPY_M1";"Sell";"2017.04.26 01:00:00";"111.289";"0.10000";"2017.04.26 12:00:00";"111.639";"-35.00";"15612.60";"IST";"SL";"-35.00";"15.00";"11h 0m";""
"666";"USDJPY_M1";"Sell";"2017.04.26 13:00:00";"111.455";"0.10000";"2017.04.30 21:00:00";"111.261";"19.40";"15632.00";"IST";"End Of Friday";"-34.30";"56.20";"4d 8h 0m";""
"667";"USDJPY_M1";"Sell";"2017.05.01 00:00:00";"111.310";"0.10000";"2017.05.01 01:00:00";"111.660";"-35.00";"15597.00";"IST";"SL";"-35.00";"0.00";"1h 0m";""
"668";"USDJPY_M1";"Buy";"2017.05.01 04:00:00";"111.686";"0.10000";"2017.05.07 21:00:00";"112.912";"122.60";"15719.60";"IST";"End Of Friday";"-25.60";"136.30";"6d 17h 0m";""
"669";"USDJPY_M1";"Buy";"2017.05.07 23:00:00";"112.846";"0.10000";"2017.05.08 09:00:00";"112.496";"-35.00";"15684.60";"IST";"SL";"-35.00";"3.30";"10h 0m";""
"670";"USDJPY_M1";"Sell";"2017.05.08 10:00:00";"112.515";"0.10000";"2017.05.08 14:00:00";"112.865";"-35.00";"15649.60";"IST";"SL";"-35.00";"9.90";"4h 0m";""
"671";"USDJPY_M1";"Sell";"2017.05.09 02:00:00";"113.201";"0.10000";"2017.05.09 07:00:00";"113.551";"-35.00";"15614.60";"IST";"SL";"-35.00";"0.60";"5h 0m";""
"672";"USDJPY_M1";"Sell";"2017.05.09 19:00:00";"114.274";"0.10000";"2017.05.14 21:00:00";"113.152";"112.20";"15726.80";"IST";"End Of Friday";"-11.60";"112.20";"5d 2h 0m";""
"673";"USDJPY_M1";"Buy";"2017.05.14 21:00:00";"113.152";"0.10000";"2017.05.16 22:00:00";"112.802";"-35.00";"15691.80";"IST";"SL";"-35.00";"69.90";"2d 1h 0m";""
"674";"USDJPY_M1";"Buy";"2017.05.16 23:00:00";"112.831";"0.10000";"2017.05.17 02:00:00";"112.481";"-35.00";"15656.80";"IST";"SL";"-35.00";"1.60";"3h 0m";""
"675";"USDJPY_M1";"Buy";"2017.05.17 07:00:00";"112.389";"0.10000";"2017.05.17 12:00:00";"112.039";"-35.00";"15621.80";"IST";"SL";"-35.00";"15.60";"5h 0m";""
"676";"USDJPY_M1";"Buy";"2017.05.17 14:00:00";"111.456";"0.10000";"2017.05.17 17:00:00";"111.106";"-35.00";"15586.80";"IST";"SL";"-35.00";"14.10";"3h 0m";""
"677";"USDJPY_M1";"Buy";"2017.05.18 01:00:00";"110.977";"0.10000";"2017.05.18 09:00:00";"110.627";"-35.00";"15551.80";"IST";"SL";"-35.00";"44.30";"8h 0m";""
"678";"USDJPY_M1";"Buy";"2017.05.18 14:00:00";"111.024";"0.10000";"2017.05.21 21:00:00";"110.981";"-4.30";"15547.50";"IST";"End Of Friday";"-30.40";"71.50";"3d 7h 0m";""
"679";"USDJPY_M1";"Buy";"2017.05.22 03:00:00";"111.487";"0.10000";"2017.05.22 13:00:00";"111.137";"-35.00";"15512.50";"IST";"SL";"-35.00";"8.60";"10h 0m";""
"680";"USDJPY_M1";"Sell";"2017.05.22 15:00:00";"111.063";"0.10000";"2017.05.23 15:00:00";"111.413";"-35.00";"15477.50";"IST";"SL";"-35.00";"18.10";"1d 0h 0m";""
"681";"USDJPY_M1";"Buy";"2017.05.23 18:00:00";"111.557";"0.10000";"2017.05.26 07:00:00";"111.207";"-35.00";"15442.50";"IST";"SL";"-35.00";"57.00";"2d 13h 0m";""
"682";"USDJPY_M1";"Buy";"2017.05.26 14:00:00";"111.262";"0.10000";"2017.05.28 21:00:00";"111.205";"-5.70";"15436.80";"IST";"End Of Friday";"-15.30";"16.60";"2d 7h 0m";""
"683";"USDJPY_M1";"Buy";"2017.05.28 21:00:00";"111.225";"0.10000";"2017.05.30 01:00:00";"110.875";"-35.00";"15401.80";"IST";"SL";"-35.00";"24.40";"1d 4h 0m";""
"684";"USDJPY_M1";"Sell";"2017.05.30 03:00:00";"110.843";"0.10000";"2017.05.30 12:00:00";"111.193";"-35.00";"15366.80";"IST";"SL";"-35.00";"0.90";"9h 0m";""
"685";"USDJPY_M1";"Buy";"2017.05.30 13:00:00";"111.141";"0.10000";"2017.05.30 15:00:00";"110.791";"-35.00";"15331.80";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"686";"USDJPY_M1";"Buy";"2017.05.30 16:00:00";"110.704";"0.10000";"2017.06.02 15:00:00";"110.354";"-35.00";"15296.80";"IST";"SL";"-35.00";"100.70";"2d 23h 0m";""
"687";"USDJPY_M1";"Sell";"2017.06.02 16:00:00";"110.502";"0.10000";"2017.06.04 21:00:00";"110.361";"14.10";"15310.90";"IST";"End Of Friday";"-9.10";"14.10";"2d 5h 0m";""
"688";"USDJPY_M1";"Buy";"2017.06.04 21:00:00";"110.361";"0.10000";"2017.06.06 01:00:00";"110.011";"-35.00";"15275.90";"IST";"SL";"-35.00";"37.00";"1d 4h 0m";""
"689";"USDJPY_M1";"Sell";"2017.06.06 03:00:00";"109.825";"0.10000";"2017.06.08 11:00:00";"110.175";"-35.00";"15240.90";"IST";"SL";"-35.00";"68.90";"2d 8h 0m";""
"690";"USDJPY_M1";"Sell";"2017.06.08 15:00:00";"110.120";"0.10000";"2017.06.09 06:00:00";"110.470";"-35.00";"15205.90";"IST";"SL";"-35.00";"37.10";"15h 0m";""
"691";"USDJPY_M1";"Sell";"2017.06.09 07:00:00";"110.389";"0.10000";"2017.06.09 13:00:00";"110.739";"-35.00";"15170.90";"IST";"SL";"-35.00";"8.70";"6h 0m";""
"692";"USDJPY_M1";"Sell";"2017.06.09 18:00:00";"110.371";"0.10000";"2017.06.11 21:00:00";"110.318";"5.30";"15176.20";"IST";"End Of Friday";"0.00";"21.90";"2d 3h 0m";""
"693";"USDJPY_M1";"Sell";"2017.06.11 21:00:00";"110.298";"0.10000";"2017.06.15 14:00:00";"110.648";"-35.00";"15141.20";"IST";"SL";"-35.00";"146.40";"3d 17h 0m";""
"694";"USDJPY_M1";"Sell";"2017.06.15 22:00:00";"110.875";"0.10000";"2017.06.16 02:00:00";"111.225";"-35.00";"15106.20";"IST";"SL";"-35.00";"1.40";"4h 0m";""
"695";"USDJPY_M1";"Sell";"2017.06.16 03:00:00";"111.114";"0.10000";"2017.06.18 21:00:00";"110.889";"22.50";"15128.70";"IST";"End Of Friday";"-32.30";"44.80";"2d 18h 0m";""
"696";"USDJPY_M1";"Buy";"2017.06.19 03:00:00";"111.007";"0.10000";"2017.06.25 21:00:00";"111.103";"9.60";"15138.30";"IST";"End Of Friday";"-9.80";"78.00";"6d 18h 0m";""
"697";"USDJPY_M1";"Sell";"2017.06.26 00:00:00";"111.236";"0.10000";"2017.06.26 08:00:00";"111.586";"-35.00";"15103.30";"IST";"SL";"-35.00";"0.30";"8h 0m";""
"698";"USDJPY_M1";"Sell";"2017.06.26 15:00:00";"111.434";"0.10000";"2017.06.26 18:00:00";"111.784";"-35.00";"15068.30";"IST";"SL";"-35.00";"2.80";"3h 0m";""
"699";"USDJPY_M1";"Sell";"2017.06.27 01:00:00";"111.965";"0.10000";"2017.06.27 15:00:00";"112.315";"-35.00";"15033.30";"IST";"SL";"-35.00";"48.40";"14h 0m";""
"700";"USDJPY_M1";"Sell";"2017.06.27 20:00:00";"112.171";"0.10000";"2017.06.29 07:00:00";"112.521";"-35.00";"14998.30";"IST";"SL";"-35.00";"32.10";"1d 11h 0m";""
"701";"USDJPY_M1";"Sell";"2017.06.29 12:00:00";"112.681";"0.10000";"2017.07.02 21:00:00";"112.078";"60.30";"15058.60";"IST";"End Of Friday";"-26.40";"92.80";"3d 9h 0m";""
"702";"USDJPY_M1";"Sell";"2017.07.03 02:00:00";"112.356";"0.10000";"2017.07.03 07:00:00";"112.706";"-35.00";"15023.60";"IST";"SL";"-35.00";"0.30";"5h 0m";""
"703";"USDJPY_M1";"Sell";"2017.07.03 15:00:00";"113.301";"0.10000";"2017.07.05 10:00:00";"113.651";"-35.00";"14988.60";"IST";"SL";"-35.00";"54.10";"1d 19h 0m";""
"704";"USDJPY_M1";"Sell";"2017.07.05 14:00:00";"113.442";"0.10000";"2017.07.07 02:00:00";"113.792";"-35.00";"14953.60";"IST";"SL";"-35.00";"53.60";"1d 12h 0m";""
"705";"USDJPY_M1";"Buy";"2017.07.07 04:00:00";"113.655";"0.10000";"2017.07.09 21:00:00";"113.863";"20.80";"14974.40";"IST";"End Of Friday";"-15.30";"52.40";"2d 17h 0m";""
"706";"USDJPY_M1";"Sell";"2017.07.09 21:00:00";"113.863";"0.10000";"2017.07.10 01:00:00";"114.213";"-35.00";"14939.40";"IST";"SL";"-35.00";"0.00";"4h 0m";""
"707";"USDJPY_M1";"Sell";"2017.07.10 02:00:00";"114.193";"0.10000";"2017.07.14 12:00:00";"112.393";"180.00";"15119.40";"IST";"PT";"-32.10";"180.00";"4d 10h 0m";""
"708";"USDJPY_M1";"Sell";"2017.07.14 15:00:00";"112.608";"0.10000";"2017.07.16 21:00:00";"112.462";"14.60";"15134.00";"IST";"End Of Friday";"-11.60";"14.60";"2d 6h 0m";""
"709";"USDJPY_M1";"Buy";"2017.07.16 21:00:00";"112.462";"0.10000";"2017.07.18 02:00:00";"112.112";"-35.00";"15099.00";"IST";"SL";"-35.00";"40.50";"1d 5h 0m";""
"710";"USDJPY_M1";"Sell";"2017.07.18 03:00:00";"112.143";"0.10000";"2017.07.23 21:00:00";"111.121";"102.20";"15201.20";"IST";"End Of Friday";"-29.50";"111.10";"5d 18h 0m";""
"711";"USDJPY_M1";"Buy";"2017.07.23 22:00:00";"111.173";"0.10000";"2017.07.24 00:00:00";"110.823";"-35.00";"15166.20";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"712";"USDJPY_M1";"Buy";"2017.07.24 01:00:00";"110.930";"0.10000";"2017.07.28 19:00:00";"110.580";"-35.00";"15131.20";"IST";"SL";"-35.00";"126.90";"4d 18h 0m";""
"713";"USDJPY_M1";"Buy";"2017.07.30 23:00:00";"110.557";"0.10000";"2017.08.01 02:00:00";"110.207";"-35.00";"15096.20";"IST";"SL";"-35.00";"21.70";"1d 3h 0m";""
"714";"USDJPY_M1";"Buy";"2017.08.01 03:00:00";"110.135";"0.10000";"2017.08.06 21:00:00";"110.707";"57.20";"15153.40";"IST";"End Of Friday";"-29.00";"91.30";"5d 18h 0m";""
"715";"USDJPY_M1";"Sell";"2017.08.06 21:00:00";"110.707";"0.10000";"2017.08.11 12:00:00";"108.907";"180.00";"15333.40";"IST";"PT";"-23.20";"180.00";"4d 15h 0m";""
"716";"USDJPY_M1";"Buy";"2017.08.11 14:00:00";"109.123";"0.10000";"2017.08.13 21:00:00";"109.155";"3.20";"15336.60";"IST";"End Of Friday";"-20.50";"10.60";"2d 7h 0m";""
"717";"USDJPY_M1";"Buy";"2017.08.13 22:00:00";"109.111";"0.10000";"2017.08.16 07:00:00";"110.911";"180.00";"15516.60";"IST";"PT";"-2.00";"180.00";"2d 9h 0m";""
"718";"USDJPY_M1";"Sell";"2017.08.16 08:00:00";"110.872";"0.10000";"2017.08.18 07:00:00";"109.072";"180.00";"15696.60";"IST";"PT";"-9.60";"180.00";"1d 23h 0m";""
"719";"USDJPY_M1";"Buy";"2017.08.18 08:00:00";"109.070";"0.10000";"2017.08.18 13:00:00";"108.720";"-35.00";"15661.60";"IST";"SL";"-35.00";"10.20";"5h 0m";""
"720";"USDJPY_M1";"Buy";"2017.08.18 14:00:00";"108.691";"0.10000";"2017.08.20 21:00:00";"109.343";"65.20";"15726.80";"IST";"End Of Friday";"-1.00";"90.80";"2d 7h 0m";""
"721";"USDJPY_M1";"Buy";"2017.08.20 21:00:00";"109.363";"0.10000";"2017.08.21 07:00:00";"109.013";"-35.00";"15691.80";"IST";"SL";"-35.00";"6.00";"10h 0m";""
"722";"USDJPY_M1";"Buy";"2017.08.21 18:00:00";"108.728";"0.10000";"2017.08.27 21:00:00";"109.163";"43.50";"15735.30";"IST";"End Of Friday";"0.00";"111.40";"6d 3h 0m";""
"723";"USDJPY_M1";"Buy";"2017.08.27 22:00:00";"109.266";"0.10000";"2017.08.28 21:00:00";"108.916";"-35.00";"15700.30";"IST";"SL";"-35.00";"14.70";"23h 0m";""
"724";"USDJPY_M1";"Buy";"2017.08.28 22:00:00";"108.813";"0.10000";"2017.08.28 22:00:00";"108.463";"-35.00";"15665.30";"IST";"SL";"-35.00";"1.00";"0s";""
"725";"USDJPY_M1";"Sell";"2017.08.29 00:00:00";"108.727";"0.10000";"2017.08.29 15:00:00";"109.077";"-35.00";"15630.30";"IST";"SL";"-35.00";"44.10";"15h 0m";""
"726";"USDJPY_M1";"Buy";"2017.08.29 16:00:00";"109.049";"0.10000";"2017.09.03 21:00:00";"109.506";"45.70";"15676.00";"IST";"End Of Friday";"0.00";"162.10";"5d 5h 0m";""
"727";"USDJPY_M1";"Buy";"2017.09.04 05:00:00";"109.828";"0.10000";"2017.09.04 06:00:00";"109.478";"-35.00";"15641.00";"IST";"SL";"-35.00";"0.00";"1h 0m";""
"728";"USDJPY_M1";"Buy";"2017.09.04 07:00:00";"109.505";"0.10000";"2017.09.05 12:00:00";"109.155";"-35.00";"15606.00";"IST";"SL";"-35.00";"32.80";"1d 5h 0m";""
"729";"USDJPY_M1";"Buy";"2017.09.05 14:00:00";"109.270";"0.10000";"2017.09.05 14:00:00";"108.920";"-35.00";"15571.00";"IST";"SL";"-35.00";"0.00";"0s";""
"730";"USDJPY_M1";"Sell";"2017.09.05 17:00:00";"108.749";"0.10000";"2017.09.06 13:00:00";"109.099";"-35.00";"15536.00";"IST";"SL";"-35.00";"27.60";"20h 0m";""
"731";"USDJPY_M1";"Buy";"2017.09.06 19:00:00";"109.355";"0.10000";"2017.09.07 00:00:00";"109.005";"-35.00";"15501.00";"IST";"SL";"-35.00";"2.70";"5h 0m";""
"732";"USDJPY_M1";"Sell";"2017.09.07 01:00:00";"109.139";"0.10000";"2017.09.08 12:00:00";"107.339";"180.00";"15681.00";"IST";"PT";"-0.60";"180.00";"1d 11h 0m";""
"733";"USDJPY_M1";"Buy";"2017.09.08 15:00:00";"107.939";"0.10000";"2017.09.10 21:00:00";"108.156";"21.70";"15702.70";"IST";"End Of Friday";"-31.20";"21.70";"2d 6h 0m";""
"734";"USDJPY_M1";"Buy";"2017.09.10 21:00:00";"108.176";"0.10000";"2017.09.12 12:00:00";"109.976";"180.00";"15882.70";"IST";"PT";"-1.00";"180.00";"1d 15h 0m";""
"735";"USDJPY_M1";"Sell";"2017.09.12 17:00:00";"110.041";"0.10000";"2017.09.13 14:00:00";"110.391";"-35.00";"15847.70";"IST";"SL";"-35.00";"11.60";"21h 0m";""
"736";"USDJPY_M1";"Sell";"2017.09.13 20:00:00";"110.631";"0.10000";"2017.09.14 12:00:00";"110.981";"-35.00";"15812.70";"IST";"SL";"-35.00";"25.80";"16h 0m";""
"737";"USDJPY_M1";"Sell";"2017.09.14 15:00:00";"110.704";"0.10000";"2017.09.15 09:00:00";"111.054";"-35.00";"15777.70";"IST";"SL";"-35.00";"113.40";"18h 0m";""
"738";"USDJPY_M1";"Buy";"2017.09.15 12:00:00";"111.265";"0.10000";"2017.09.15 12:00:00";"110.915";"-35.00";"15742.70";"IST";"SL";"-35.00";"0.00";"0s";""
"739";"USDJPY_M1";"Sell";"2017.09.15 15:00:00";"111.046";"0.10000";"2017.09.17 21:00:00";"111.075";"-2.90";"15739.80";"IST";"End Of Friday";"-2.90";"26.80";"2d 6h 0m";""
"740";"USDJPY_M1";"Sell";"2017.09.18 06:00:00";"111.175";"0.10000";"2017.09.18 14:00:00";"111.525";"-35.00";"15704.80";"IST";"SL";"-35.00";"0.00";"8h 0m";""
"741";"USDJPY_M1";"Sell";"2017.09.18 16:00:00";"111.475";"0.10000";"2017.09.19 05:00:00";"111.825";"-35.00";"15669.80";"IST";"SL";"-35.00";"8.40";"13h 0m";""
"742";"USDJPY_M1";"Sell";"2017.09.19 10:00:00";"111.670";"0.10000";"2017.09.20 18:00:00";"112.020";"-35.00";"15634.80";"IST";"SL";"-35.00";"54.40";"1d 8h 0m";""
"743";"USDJPY_M1";"Buy";"2017.09.20 21:00:00";"112.226";"0.10000";"2017.09.22 02:00:00";"111.876";"-35.00";"15599.80";"IST";"SL";"-35.00";"48.90";"1d 5h 0m";""
"744";"USDJPY_M1";"Buy";"2017.09.22 08:00:00";"112.030";"0.10000";"2017.09.24 21:00:00";"112.138";"10.80";"15610.60";"IST";"End Of Friday";"-18.10";"14.30";"2d 13h 0m";""
"745";"USDJPY_M1";"Buy";"2017.09.24 21:00:00";"112.158";"0.10000";"2017.09.25 14:00:00";"111.808";"-35.00";"15575.60";"IST";"SL";"-35.00";"37.00";"17h 0m";""
"746";"USDJPY_M1";"Sell";"2017.09.25 17:00:00";"111.564";"0.10000";"2017.09.26 11:00:00";"111.914";"-35.00";"15540.60";"IST";"SL";"-35.00";"4.60";"18h 0m";""
"747";"USDJPY_M1";"Buy";"2017.09.26 12:00:00";"111.969";"0.10000";"2017.10.01 21:00:00";"112.642";"67.30";"15607.90";"IST";"End Of Friday";"0.00";"128.80";"5d 9h 0m";""
"748";"USDJPY_M1";"Sell";"2017.10.02 11:00:00";"112.777";"0.10000";"2017.10.03 01:00:00";"113.127";"-35.00";"15572.90";"IST";"SL";"-35.00";"22.50";"14h 0m";""
"749";"USDJPY_M1";"Buy";"2017.10.03 03:00:00";"113.093";"0.10000";"2017.10.03 14:00:00";"112.743";"-35.00";"15537.90";"IST";"SL";"-35.00";"10.20";"11h 0m";""
"750";"USDJPY_M1";"Sell";"2017.10.03 15:00:00";"112.756";"0.10000";"2017.10.06 12:00:00";"113.106";"-35.00";"15502.90";"IST";"SL";"-35.00";"41.30";"2d 21h 0m";""
"751";"USDJPY_M1";"Sell";"2017.10.06 13:00:00";"113.315";"0.10000";"2017.10.08 21:00:00";"112.585";"73.00";"15575.90";"IST";"End Of Friday";"-14.30";"73.00";"2d 8h 0m";""
"752";"USDJPY_M1";"Buy";"2017.10.09 00:00:00";"112.562";"0.10000";"2017.10.10 13:00:00";"112.212";"-35.00";"15540.90";"IST";"SL";"-35.00";"26.60";"1d 13h 0m";""
