Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
BAGFS.IS,28.74,2024/01/12,17:08 TRT,-0.15999985,28.9,29.26,28.2,2803809,20231219,33.8,1532.0,0.0,,,
CIMSA.IS,30.98,2024/01/12,17:09 TRT,1.9399986,28.96,31.94,28.5,33482858,20231219,29.8,2895.0,0.0,,,
TUKAS.IS,7.15,2024/01/12,17:09 TRT,0.22000027,6.92,7.23,6.81,24809529,20231219,6.92,16907.0,0.0,,,
AHGAZ.IS,10.36,2024/01/12,17:08 TRT,0.13999939,10.22,10.45,10.14,11237474,20231219,11.4,65350.0,0.0,,,
