Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
"$$CASH",,,,,,,,,,,,,,,
TURSG.IS,36.48,2023/12/22,17:08 TRT,-0.22000122,36.72,37.24,35.82,3100065,20231127,41.48,1119.0,0.0,,,
THYAO.IS,233.0,2023/12/22,17:09 TRT,-12.0,245.0,245.1,233.0,31862554,20231127,260.5,299.0,0.0,,,
SKBNK.IS,6.3,2023/12/22,17:10 TRT,-0.12999964,6.42,6.47,6.27,40974296,20231127,7.41,4255.0,0.0,,,
PENTA.IS,18.2,2023/12/22,17:08 TRT,-0.47999954,18.65,18.84,18.05,1583414,20231127,22.74,1791.0,0.0,,,
ENKAI.IS,35.72,2023/12/22,17:09 TRT,-1.1399994,36.92,37.14,35.66,24714800,20231127,34.66,4626.0,0.0,,,
ECZYT.IS,247.5,2023/12/22,17:09 TRT,-11.75,260.0,260.25,247.2,388767,20231127,323.75,256.0,0.0,,,
AKFGY.IS,1.81,2023/12/22,17:09 TRT,-0.07000005,1.89,1.9,1.78,77406359,20231127,4.7,15115.0,0.0,,,
