Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
KOZAL.IS,22.14,2024/02/09,17:09 TRT,0.9200001,21.36,22.44,21.34,198577157,20231218,20.98,4096.0,,,,
ARCLK.IS,160.7,2024/02/09,17:09 TRT,1.800003,160.0,161.5,158.0,3465316,20231218,128.8,240.0,,,,
TOASO.IS,260.0,2024/02/09,17:09 TRT,1.0,259.5,262.25,256.25,4501807,20231218,231.3,245.0,,,,
ULKER.IS,108.7,2024/02/09,17:09 TRT,-0.5,110.0,111.3,107.3,9750796,20231203,80.56,1202.0,0.0,,,
SOKM.IS,71.5,2024/02/09,17:09 TRT,0.75,71.0,72.15,70.1,9046074,20231203,58.45,366.0,0.0,,,
DOHOL.IS,13.9,2024/02/09,17:09 TRT,0.29999924,13.64,13.92,13.57,42844729,20231203,13.87,100.0,0.0,,,
CONSE.IS,6.65,2024/02/09,17:09 TRT,-0.03999996,6.71,6.81,6.61,7195969,20231203,8.11,124.0,0.0,,,
