,Ticker,Open-Close,Close,Eff,PWin_OC,PWin
0,ALARK.IS,1.309879337283013,1.5482441025145675,0.8460418710173568,0.826,0.562
1,TOASO.IS,1.2392015817166644,1.150668929166174,1.0769401608981004,0.818,0.4
2,TCELL.IS,1.2630359173496857,1.4041836886337928,0.8994805505671145,0.792,0.556
3,ENKAI.IS,1.2894799122110447,1.163378827470779,1.108392109055666,0.792,0.214
4,KOZAA.IS,1.3599208981479387,1.2927661377736754,1.0519465651304212,0.792,0.333
5,AKBNK.IS,1.2793208682254562,1.3353663918597076,0.9580298530980705,0.783,0.429
6,KRDMD.IS,1.2224554687791709,1.0895449523656369,1.1219871801755004,0.727,0.412
7,FROTO.IS,1.0767841370215838,1.1488874450920776,0.9372407554991472,0.722,0.25
8,EREGL.IS,1.1086031459015973,1.0599165694067716,1.0459343479478533,0.714,0.533
9,TAVHL.IS,1.1303954627643515,1.1562307010376762,0.977655637192354,0.714,0.357
10,GUBRF.IS,1.0376076693464178,1.1091131960274825,0.9355290993406475,0.714,0.231
11,SASA.IS,1.1581739382328575,0.7830795496898961,1.4789990859696194,0.714,0.125
12,KOZAL.IS,1.3204376960105175,1.2086220736156763,1.0925149596683577,0.682,0.4
13,PETKM.IS,1.1559828329220148,1.1864813012320046,0.9742950282669257,0.667,0.375
14,SISE.IS,1.1088270776592632,1.145443329811193,0.9680331176593736,0.667,0.312
15,EKGYO.IS,1.1484099421327876,1.0286243381734554,1.116452235781274,0.65,0.267
16,GARAN.IS,1.2193150059995923,1.474330869993694,0.8270294211534808,0.632,0.467
17,THYAO.IS,1.076093359686634,1.1147097150788532,0.9653574783911455,0.611,0.273
18,BIMAS.IS,1.2019704987923816,1.353750817015542,0.8878816423854333,0.611,0.467
19,SAHOL.IS,1.2128313881074395,1.1818032220808616,1.0262549343637302,0.588,0.333
20,HEKTS.IS,1.1922900022095542,0.6951218395096387,1.7152244893508652,0.579,0.2
21,TUPRS.IS,1.157908915655806,1.7180626120464702,0.6739620008822396,0.579,0.412
22,PGSUS.IS,1.183418800140676,1.2087485499816237,0.9790446492437713,0.556,0.533
