Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-08 00:00:00+03:00,54.65,55.05,53.85,53.9,70597818,0.0,0.0
2023-09-11 00:00:00+03:00,54.1,55.1,53.6,54.6,113806982,0.0,0.0
2023-09-12 00:00:00+03:00,54.85,55.1,53.15,54.25,101909308,0.0,0.0
2023-09-13 00:00:00+03:00,54.65,57.05,54.6,55.25,185567699,0.0,0.0
2023-09-14 00:00:00+03:00,55.35,56.75,54.5,56.6,145857351,0.0,0.0
2023-09-15 00:00:00+03:00,56.8,56.95,54.5,54.55,83233870,0.0,0.0
2023-09-18 00:00:00+03:00,54.5,54.5,51.95,51.95,84779737,0.0,0.0
2023-09-19 00:00:00+03:00,52.0,52.65,51.4,52.05,75694083,0.0,0.0
2023-09-20 00:00:00+03:00,52.35,52.65,50.85,51.1,56149215,0.0,0.0
2023-09-21 00:00:00+03:00,50.6,53.25,50.35,52.95,77968287,0.0,0.0
2023-09-22 00:00:00+03:00,53.75,54.85,52.55,54.7,71728362,0.0,0.0
2023-09-25 00:00:00+03:00,54.8,55.95,54.4,55.2,72023618,0.0,0.0
2023-09-26 00:00:00+03:00,55.45,55.45,53.6,53.6,63791860,0.0,0.0
2023-09-27 00:00:00+03:00,54.15,55.05,53.6,54.1,64460449,0.0,0.0
2023-09-28 00:00:00+03:00,54.1,54.8,53.3,53.5,63053437,0.0,0.0
2023-09-29 00:00:00+03:00,53.75,54.85,53.6,54.65,92617501,0.0,0.0
2023-10-02 00:00:00+03:00,54.65,56.55,54.2,55.75,124970114,0.0,0.0
2023-10-03 00:00:00+03:00,55.85,57.45,55.65,56.5,89265313,0.0,0.0
2023-10-04 00:00:00+03:00,56.55,56.6,54.25,54.3,62235500,0.0,0.0
2023-10-05 00:00:00+03:00,54.4,55.2,53.0,54.8,99157255,0.0,0.0
2023-10-06 00:00:00+03:00,54.5,55.25,53.85,54.0,39891061,0.0,0.0
2023-10-09 00:00:00+03:00,53.05,54.05,52.35,52.35,65247400,0.0,0.0
2023-10-10 00:00:00+03:00,52.95,53.65,52.75,53.35,58866678,0.0,0.0
2023-10-11 00:00:00+03:00,54.6,54.9,52.7,52.95,66205902,0.0,0.0
2023-10-12 00:00:00+03:00,53.45,53.7,51.05,52.1,67780727,0.0,0.0
2023-10-13 00:00:00+03:00,52.1,52.55,51.65,51.9,47260538,0.0,0.0
2023-10-16 00:00:00+03:00,52.5,52.9,51.65,51.8,57327372,0.0,0.0
2023-10-17 00:00:00+03:00,51.9,52.8,51.75,52.75,47558876,0.0,0.0
2023-10-18 00:00:00+03:00,51.85,52.35,51.05,51.2,50807828,0.0,0.0
2023-10-19 00:00:00+03:00,51.35,51.8,50.2,50.75,38836689,0.0,0.0
2023-10-20 00:00:00+03:00,50.0,50.3,48.74,49.54,36340652,0.0,0.0
2023-10-23 00:00:00+03:00,50.1,50.55,49.14,50.05,45722513,0.0,0.0
2023-10-24 00:00:00+03:00,50.25,51.2,50.05,50.75,53776129,0.0,0.0
2023-10-25 00:00:00+03:00,50.95,51.55,47.4,47.42,52315159,0.0,0.0
2023-10-26 00:00:00+03:00,47.62,49.3,47.54,49.1,55196066,0.0,0.0
2023-10-27 00:00:00+03:00,49.2,49.92,48.3,49.54,36757674,0.0,0.0
2023-10-30 00:00:00+03:00,49.64,49.74,48.72,48.72,49040002,0.0,0.0
2023-10-31 00:00:00+03:00,49.0,49.28,47.12,47.34,36931052,0.0,0.0
2023-11-01 00:00:00+03:00,47.7,48.04,46.4,47.56,40558132,0.0,0.0
2023-11-02 00:00:00+03:00,47.8,48.26,47.56,47.64,32747658,0.0,0.0
2023-11-03 00:00:00+03:00,47.76,48.78,47.6,48.78,48695250,0.0,0.0
2023-11-06 00:00:00+03:00,49.1,49.66,49.1,49.36,29859286,0.0,0.0
2023-11-07 00:00:00+03:00,49.36,49.64,49.0,49.1,23286772,0.0,0.0
2023-11-08 00:00:00+03:00,49.36,49.96,48.6,48.8,26910853,0.0,0.0
2023-11-09 00:00:00+03:00,48.56,49.12,48.16,48.86,23314213,0.0,0.0
2023-11-10 00:00:00+03:00,48.86,49.1,48.3,48.44,18569449,0.0,0.0
2023-11-13 00:00:00+03:00,48.44,48.64,47.46,47.56,20801406,0.0,0.0
2023-11-14 00:00:00+03:00,47.7,48.58,47.36,48.46,23093605,0.0,0.0
2023-11-15 00:00:00+03:00,48.7,49.08,47.98,48.28,23562185,0.0,0.0
2023-11-16 00:00:00+03:00,48.28,49.18,48.26,49.0,27413150,0.0,0.0
2023-11-17 00:00:00+03:00,49.0,49.34,48.72,48.9,20816531,0.0,0.0
2023-11-20 00:00:00+03:00,49.18,49.82,49.1,49.6,32012831,0.0,0.0
2023-11-21 00:00:00+03:00,49.88,50.5,49.8,50.45,39745706,0.0,0.0
2023-11-22 00:00:00+03:00,50.4,50.65,49.84,50.15,24473160,0.0,0.0
2023-11-23 00:00:00+03:00,50.15,50.5,49.2,49.2,28695566,0.0,0.0
2023-11-24 00:00:00+03:00,49.18,49.66,48.74,49.36,25946686,0.0,0.0
2023-11-27 00:00:00+03:00,49.5,50.3,49.42,50.0,28682651,0.0,0.0
2023-11-28 00:00:00+03:00,50.0,50.35,49.72,50.0,27252134,0.0,0.0
2023-11-29 00:00:00+03:00,50.05,50.8,49.92,50.65,53371539,0.0,0.0
2023-11-30 00:00:00+03:00,50.55,50.75,49.24,49.26,43030628,0.0,0.0
2023-12-01 00:00:00+03:00,49.8,50.0,48.66,48.92,31149117,0.0,0.0
2023-12-04 00:00:00+03:00,49.02,49.32,48.38,48.96,22479137,0.0,0.0
2023-12-05 00:00:00+03:00,48.96,49.1,48.36,48.4,19856551,0.0,0.0
2023-12-06 00:00:00+03:00,48.42,48.88,46.9,46.9,29169011,0.0,0.0
2023-12-07 00:00:00+03:00,46.9,47.98,46.7,47.98,22941616,0.0,0.0
2023-12-08 00:00:00+03:00,47.98,48.12,47.3,47.44,16226067,0.0,0.0
2023-12-11 00:00:00+03:00,47.48,47.78,46.66,46.66,29176245,0.0,0.0
2023-12-12 00:00:00+03:00,46.74,47.18,46.3,46.94,26636207,0.0,0.0
2023-12-13 00:00:00+03:00,46.5,46.82,45.94,45.96,24766769,0.0,0.0
2023-12-14 00:00:00+03:00,46.48,47.54,46.02,47.3,26563829,0.0,0.0
2023-12-15 00:00:00+03:00,47.3,48.52,47.24,48.48,32914494,0.0,0.0
2023-12-18 00:00:00+03:00,48.0,48.28,47.2,47.36,24923388,0.0,0.0
2023-12-19 00:00:00+03:00,47.36,47.7,46.9,47.42,30501018,0.0,0.0
2023-12-20 00:00:00+03:00,47.42,47.64,46.76,46.98,20447898,0.0,0.0
2023-12-21 00:00:00+03:00,47.0,47.86,46.94,47.66,26761768,0.0,0.0
2023-12-22 00:00:00+03:00,47.6,47.82,46.38,46.38,23949416,0.0,0.0
2023-12-25 00:00:00+03:00,46.3,46.4,45.34,45.46,17756621,0.0,0.0
2023-12-26 00:00:00+03:00,45.8,46.36,45.38,45.72,22818754,0.0,0.0
2023-12-27 00:00:00+03:00,45.7,49.16,45.2,46.84,43209777,0.0,0.0
2023-12-28 00:00:00+03:00,46.84,47.66,46.56,46.7,33496615,0.0,0.0
2023-12-29 00:00:00+03:00,46.72,46.76,45.82,45.82,41093346,0.0,0.0
2024-01-02 00:00:00+03:00,46.06,46.34,45.98,46.16,34768842,0.0,0.0
2024-01-03 00:00:00+03:00,46.22,46.42,44.54,44.54,38588785,0.0,0.0
2024-01-04 00:00:00+03:00,44.6,45.5,44.6,45.5,28826480,0.0,0.0
2024-01-05 00:00:00+03:00,45.5,45.82,45.16,45.8,18805864,0.0,0.0
2024-01-08 00:00:00+03:00,46.34,48.02,46.32,47.98,49015706,0.0,0.0
2024-01-09 00:00:00+03:00,48.08,48.1,47.06,47.2,27863061,0.0,0.0
2024-01-10 00:00:00+03:00,47.18,48.46,47.14,48.46,34002721,0.0,0.0
2024-01-11 00:00:00+03:00,48.46,48.68,47.78,47.8,28943011,0.0,0.0
2024-01-12 00:00:00+03:00,47.56,48.36,46.92,47.74,41400436,0.0,0.0
2024-01-15 00:00:00+03:00,47.82,48.56,47.8,48.24,36297189,0.0,0.0
2024-01-16 00:00:00+03:00,48.76,48.98,48.34,48.54,30014905,0.0,0.0
2024-01-17 00:00:00+03:00,48.22,48.38,47.96,48.0,23914075,0.0,0.0
2024-01-18 00:00:00+03:00,48.22,48.48,47.82,47.82,23627570,0.0,0.0
2024-01-19 00:00:00+03:00,47.9,48.0,47.62,48.0,16686562,0.0,0.0
2024-01-22 00:00:00+03:00,47.96,48.4,47.66,47.82,19834609,0.0,0.0
2024-01-23 00:00:00+03:00,48.28,48.48,47.08,47.2,26129372,0.0,0.0
2024-01-24 00:00:00+03:00,47.32,48.18,47.04,47.72,26000487,0.0,0.0
2024-01-25 00:00:00+03:00,47.92,48.3,47.68,47.88,34795543,0.0,0.0
