Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-08 00:00:00+03:00,17.32,17.6,17.21,17.26,218919449,0.0,0.0
2023-09-11 00:00:00+03:00,17.35,17.4,16.22,16.27,268386785,0.0,0.0
2023-09-12 00:00:00+03:00,16.27,16.46,16.01,16.19,266964198,0.0,0.0
2023-09-13 00:00:00+03:00,16.21,16.79,16.15,16.34,352503415,0.0,0.0
2023-09-14 00:00:00+03:00,16.21,16.31,15.78,16.14,292734845,0.0,0.0
2023-09-15 00:00:00+03:00,16.2,16.47,16.04,16.07,296907036,0.0,0.0
2023-09-18 00:00:00+03:00,16.03,16.33,15.9,15.94,215451851,0.0,0.0
2023-09-19 00:00:00+03:00,16.0,16.2,15.79,16.11,187466171,0.0,0.0
2023-09-20 00:00:00+03:00,16.15,16.97,16.06,16.51,373941660,0.0,0.0
2023-09-21 00:00:00+03:00,16.51,17.0,16.27,17.0,433382281,0.0,0.0
2023-09-22 00:00:00+03:00,17.0,17.16,16.8,16.8,249953651,0.0,0.0
2023-09-25 00:00:00+03:00,16.89,17.19,16.85,17.1,215559532,0.0,0.0
2023-09-26 00:00:00+03:00,17.14,17.43,16.99,17.08,310780825,0.0,0.0
2023-09-27 00:00:00+03:00,17.1,17.26,16.97,16.97,217777878,0.0,0.0
2023-09-28 00:00:00+03:00,17.03,17.82,16.96,17.54,383525569,0.0,0.0
2023-09-29 00:00:00+03:00,17.7,18.68,17.7,18.46,356462091,0.0,0.0
2023-10-02 00:00:00+03:00,18.48,19.06,18.32,18.73,294417491,0.0,0.0
2023-10-03 00:00:00+03:00,18.83,18.95,18.26,18.41,148633158,0.0,0.0
2023-10-04 00:00:00+03:00,18.41,18.57,17.99,18.05,181119603,0.0,0.0
2023-10-05 00:00:00+03:00,18.12,19.1,17.89,19.0,395188877,0.0,0.0
2023-10-06 00:00:00+03:00,18.79,19.48,18.78,19.03,281042750,0.0,0.0
2023-10-09 00:00:00+03:00,18.64,19.06,18.5,18.52,163883061,0.0,0.0
2023-10-10 00:00:00+03:00,18.97,19.45,18.67,19.22,236496010,0.0,0.0
2023-10-11 00:00:00+03:00,19.32,19.98,19.16,19.3,199395775,0.0,0.0
2023-10-12 00:00:00+03:00,19.57,20.12,18.8,19.36,306290153,0.0,0.0
2023-10-13 00:00:00+03:00,19.3,19.45,18.63,18.7,209053014,0.0,0.0
2023-10-16 00:00:00+03:00,19.1,19.14,18.6,18.69,171137925,0.0,0.0
2023-10-17 00:00:00+03:00,18.79,19.28,18.69,19.28,174551050,0.0,0.0
2023-10-18 00:00:00+03:00,18.9,19.13,18.41,18.46,179428308,0.0,0.0
2023-10-19 00:00:00+03:00,18.47,19.02,18.37,18.61,196113140,0.0,0.0
2023-10-20 00:00:00+03:00,18.4,18.69,17.78,17.86,165892214,0.0,0.0
2023-10-23 00:00:00+03:00,18.2,18.43,17.9,18.33,157132193,0.0,0.0
2023-10-24 00:00:00+03:00,18.7,19.24,18.47,18.72,337634476,0.0,0.0
2023-10-25 00:00:00+03:00,18.82,18.88,17.6,17.63,224118005,0.0,0.0
2023-10-26 00:00:00+03:00,17.84,18.11,17.24,17.69,362619346,0.0,0.0
2023-10-27 00:00:00+03:00,17.84,17.96,17.48,17.82,179289356,0.0,0.0
2023-10-30 00:00:00+03:00,17.73,17.9,17.48,17.54,123085465,0.0,0.0
2023-10-31 00:00:00+03:00,17.6,17.75,17.19,17.24,143361901,0.0,0.0
2023-11-01 00:00:00+03:00,17.38,17.43,16.35,17.06,144059701,0.0,0.0
2023-11-02 00:00:00+03:00,17.06,17.44,16.93,17.2,157895011,0.0,0.0
2023-11-03 00:00:00+03:00,17.2,17.29,16.93,17.24,173151634,0.0,0.0
2023-11-06 00:00:00+03:00,17.5,17.75,17.5,17.67,109492960,0.0,0.0
2023-11-07 00:00:00+03:00,17.6,17.67,17.31,17.37,115286186,0.0,0.0
2023-11-08 00:00:00+03:00,17.54,17.55,16.86,17.03,161565967,0.0,0.0
2023-11-09 00:00:00+03:00,16.89,17.17,16.87,16.97,155682335,0.0,0.0
2023-11-10 00:00:00+03:00,16.94,17.14,16.84,16.94,119714364,0.0,0.0
2023-11-13 00:00:00+03:00,16.84,16.84,16.12,16.12,152769091,0.0,0.0
2023-11-14 00:00:00+03:00,16.12,16.31,15.83,16.29,166072510,0.0,0.0
2023-11-15 00:00:00+03:00,16.32,16.66,16.25,16.49,140694696,0.0,0.0
2023-11-16 00:00:00+03:00,16.5,16.92,16.5,16.84,124539250,0.0,0.0
2023-11-17 00:00:00+03:00,16.81,16.97,16.68,16.89,107715113,0.0,0.0
2023-11-20 00:00:00+03:00,17.05,17.16,16.92,17.07,99448073,0.0,0.0
2023-11-21 00:00:00+03:00,17.16,17.25,16.97,17.24,143474331,0.0,0.0
2023-11-22 00:00:00+03:00,17.2,17.29,17.07,17.17,136243083,0.0,0.0
2023-11-23 00:00:00+03:00,17.2,17.92,17.19,17.59,306211804,0.0,0.0
2023-11-24 00:00:00+03:00,17.59,17.91,17.29,17.82,179260560,0.0,0.0
2023-11-27 00:00:00+03:00,18.31,19.17,18.16,19.01,245708398,0.0,0.0
2023-11-28 00:00:00+03:00,18.95,19.33,18.73,19.22,194660668,0.0,0.0
2023-11-29 00:00:00+03:00,19.22,19.46,19.05,19.34,161218072,0.0,0.0
2023-11-30 00:00:00+03:00,19.25,19.44,18.99,19.2,133908711,0.0,0.0
2023-12-01 00:00:00+03:00,19.8,20.28,19.52,19.82,204979466,0.0,0.0
2023-12-04 00:00:00+03:00,19.83,20.52,19.68,20.52,167794265,0.0,0.0
2023-12-05 00:00:00+03:00,20.42,20.6,20.16,20.28,107060144,0.0,0.0
2023-12-06 00:00:00+03:00,20.28,20.94,20.24,20.42,232663983,0.0,0.0
2023-12-07 00:00:00+03:00,20.26,20.28,19.35,19.89,209096642,0.0,0.0
2023-12-08 00:00:00+03:00,19.95,20.08,19.55,19.67,138141166,0.0,0.0
2023-12-11 00:00:00+03:00,19.7,20.02,19.54,19.59,160572027,0.0,0.0
2023-12-12 00:00:00+03:00,19.57,20.5,19.53,20.24,206687475,0.0,0.0
2023-12-13 00:00:00+03:00,20.18,21.2,20.14,20.3,272841845,0.0,0.0
2023-12-14 00:00:00+03:00,20.86,21.8,20.56,21.5,237128126,0.0,0.0
2023-12-15 00:00:00+03:00,21.64,22.12,21.42,21.64,207151964,0.0,0.0
