Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-08 00:00:00+03:00,34.23,34.64,33.48,33.74,52847237,0.0,0.0
2023-09-11 00:00:00+03:00,33.99,36.1,33.46,34.21,166740727,0.0,0.0
2023-09-12 00:00:00+03:00,34.45,37.62,34.35,37.62,163050481,0.0,0.0
2023-09-13 00:00:00+03:00,36.93,38.47,36.18,36.4,210477905,0.0,0.0
2023-09-14 00:00:00+03:00,36.5,37.78,35.96,36.93,144727919,0.0,0.0
2023-09-15 00:00:00+03:00,36.91,38.25,35.87,36.16,120843995,0.0,0.0
2023-09-18 00:00:00+03:00,36.16,36.99,34.66,34.7,75152575,0.0,0.0
2023-09-19 00:00:00+03:00,34.76,35.0,33.92,34.05,66641784,0.0,0.0
2023-09-20 00:00:00+03:00,34.27,34.64,32.69,32.87,58977379,0.0,0.0
2023-09-21 00:00:00+03:00,32.79,34.47,32.71,34.43,62558101,0.0,0.0
2023-09-22 00:00:00+03:00,34.61,35.37,33.76,34.15,53328777,0.0,0.0
2023-09-25 00:00:00+03:00,34.62,35.1,34.37,34.84,52190672,0.0,0.0
2023-09-26 00:00:00+03:00,34.94,35.02,33.9,33.9,53041093,0.0,0.0
2023-09-27 00:00:00+03:00,34.01,34.72,33.72,33.95,52667004,0.0,0.0
2023-09-28 00:00:00+03:00,34.59,34.88,33.78,33.9,47581076,0.0,0.0
2023-09-29 00:00:00+03:00,34.09,34.43,33.9,34.31,40361164,0.0,0.0
2023-10-02 00:00:00+03:00,34.53,34.84,34.43,34.55,46480371,0.0,0.0
2023-10-03 00:00:00+03:00,34.62,36.24,34.57,36.24,102215352,0.0,0.0
2023-10-04 00:00:00+03:00,36.06,36.16,34.76,34.88,62268524,0.0,0.0
2023-10-05 00:00:00+03:00,35.08,35.71,34.05,35.65,59938074,0.0,0.0
2023-10-06 00:00:00+03:00,35.28,35.71,35.12,35.28,33894596,0.0,0.0
2023-10-09 00:00:00+03:00,34.47,34.47,32.91,32.95,40679519,0.0,0.0
