Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-09-08 00:00:00+03:00,26.86,27.24,26.2,26.2,45477912,0.0,0.0
2023-09-11 00:00:00+03:00,26.38,26.86,25.46,25.58,57999127,0.0,0.0
2023-09-12 00:00:00+03:00,25.62,26.04,25.08,25.42,42249690,0.0,0.0
2023-09-13 00:00:00+03:00,25.44,25.84,24.86,24.96,50663986,0.0,0.0
2023-09-14 00:00:00+03:00,25.5,25.86,23.98,25.04,69556683,0.0,0.0
2023-09-15 00:00:00+03:00,25.1,25.2,24.64,24.64,40527530,0.0,0.0
2023-09-18 00:00:00+03:00,24.64,24.76,23.3,23.3,33810596,0.0,0.0
2023-09-19 00:00:00+03:00,23.34,23.84,23.1,23.6,35711365,0.0,0.0
2023-09-20 00:00:00+03:00,23.7,23.92,22.98,23.02,31117620,0.0,0.0
2023-09-21 00:00:00+03:00,23.02,23.94,22.84,23.86,45704788,0.0,0.0
2023-09-22 00:00:00+03:00,23.98,24.4,23.4,23.6,43079878,0.0,0.0
2023-09-25 00:00:00+03:00,23.84,24.04,23.56,23.86,47369469,0.0,0.0
2023-09-26 00:00:00+03:00,24.3,26.24,24.02,25.76,226635655,0.0,0.0
2023-09-27 00:00:00+03:00,25.68,25.68,24.58,24.94,94009189,0.0,0.0
2023-09-28 00:00:00+03:00,25.3,26.4,25.0,26.26,99611750,0.0,0.0
2023-09-29 00:00:00+03:00,26.26,27.44,26.08,26.9,100553830,0.0,0.0
2023-10-02 00:00:00+03:00,27.0,27.16,26.16,26.18,91945428,0.0,0.0
2023-10-03 00:00:00+03:00,26.3,26.38,25.5,25.6,66691747,0.0,0.0
2023-10-04 00:00:00+03:00,25.62,26.16,24.8,24.8,66070203,0.0,0.0
2023-10-05 00:00:00+03:00,24.96,25.14,24.12,24.78,50904161,0.0,0.0
2023-10-06 00:00:00+03:00,24.6,24.76,24.24,24.38,33973595,0.0,0.0
2023-10-09 00:00:00+03:00,24.08,25.6,23.92,24.22,83814290,0.0,0.0
2023-10-10 00:00:00+03:00,24.9,25.08,24.36,24.7,59264683,0.0,0.0
2023-10-11 00:00:00+03:00,24.72,25.8,24.64,25.06,76777161,0.0,0.0
2023-10-12 00:00:00+03:00,25.24,25.5,23.58,24.3,67258532,0.0,0.0
2023-10-13 00:00:00+03:00,24.3,24.46,23.8,23.98,44805383,0.0,0.0
2023-10-16 00:00:00+03:00,24.5,24.76,23.12,23.16,43659210,0.0,0.0
2023-10-17 00:00:00+03:00,23.24,23.76,22.9,23.76,38244470,0.0,0.0
2023-10-18 00:00:00+03:00,23.24,23.6,22.72,22.72,36201053,0.0,0.0
2023-10-19 00:00:00+03:00,22.9,23.42,22.48,22.76,38233750,0.0,0.0
2023-10-20 00:00:00+03:00,22.5,23.62,22.26,22.58,70273032,0.0,0.0
2023-10-23 00:00:00+03:00,23.1,24.34,22.5,23.68,80635992,0.0,0.0
2023-10-24 00:00:00+03:00,23.68,24.96,23.6,24.08,73659801,0.0,0.0
2023-10-25 00:00:00+03:00,24.12,24.54,22.1,22.1,48840878,0.0,0.0
2023-10-26 00:00:00+03:00,22.16,22.86,21.82,22.4,63905319,0.0,0.0
2023-10-27 00:00:00+03:00,22.42,22.6,21.88,22.32,39155908,0.0,0.0
2023-10-30 00:00:00+03:00,22.32,23.18,22.12,22.66,61201411,0.0,0.0
2023-10-31 00:00:00+03:00,22.72,22.88,21.84,21.92,33793574,0.0,0.0
2023-11-01 00:00:00+03:00,22.04,22.22,21.02,21.66,48768246,0.0,0.0
2023-11-02 00:00:00+03:00,22.02,22.26,21.68,21.84,36671039,0.0,0.0
2023-11-03 00:00:00+03:00,22.7,22.96,22.18,22.38,70884682,0.0,0.0
2023-11-06 00:00:00+03:00,22.68,23.16,22.4,22.56,33887049,0.0,0.0
2023-11-07 00:00:00+03:00,22.52,22.7,22.22,22.36,28965442,0.0,0.0
2023-11-08 00:00:00+03:00,22.54,22.8,22.12,22.22,30795792,0.0,0.0
2023-11-09 00:00:00+03:00,22.18,22.76,21.86,22.64,40149906,0.0,0.0
2023-11-10 00:00:00+03:00,22.1,22.54,21.8,21.84,37963417,0.0,0.0
2023-11-13 00:00:00+03:00,21.92,22.06,20.84,20.84,40410480,0.0,0.0
2023-11-14 00:00:00+03:00,20.92,21.24,20.24,20.74,36041617,0.0,0.0
2023-11-15 00:00:00+03:00,20.94,21.14,20.6,20.74,47682764,0.0,0.0
2023-11-16 00:00:00+03:00,20.78,21.0,20.64,20.84,28100418,0.0,0.0
2023-11-17 00:00:00+03:00,20.86,20.92,20.56,20.64,21656941,0.0,0.0
2023-11-20 00:00:00+03:00,20.8,21.08,20.7,20.76,38734674,0.0,0.0
2023-11-21 00:00:00+03:00,20.82,21.34,20.82,21.08,43930056,0.0,0.0
2023-11-22 00:00:00+03:00,21.12,21.24,20.82,20.96,24656438,0.0,0.0
2023-11-23 00:00:00+03:00,20.96,21.18,20.48,20.48,30365101,0.0,0.0
2023-11-24 00:00:00+03:00,20.4,20.76,20.32,20.56,30829211,0.0,0.0
2023-11-27 00:00:00+03:00,20.72,21.54,20.56,21.04,93727033,0.0,0.0
2023-11-28 00:00:00+03:00,21.08,22.38,21.0,22.0,118184634,0.0,0.0
2023-11-29 00:00:00+03:00,22.16,23.02,21.94,22.86,83547081,0.0,0.0
2023-11-30 00:00:00+03:00,22.86,22.92,21.72,22.3,54827685,0.0,0.0
2023-12-01 00:00:00+03:00,22.52,23.26,22.44,22.7,77694589,0.0,0.0
2023-12-04 00:00:00+03:00,22.8,23.68,22.52,23.54,75040993,0.0,0.0
