,Ticker,Open-Close,Close,Eff,PWin_OC,PWin
61,AKSA.IS,1.0411133757983775,0.8077091932532373,1.2889705657614845,0.36,0.454
62,KARSN.IS,0.8823825821398644,0.6977907198414759,1.2645375712940465,0.515,0.451
63,EKGYO.IS,1.0750143110115677,0.9034707216530852,1.1898717747539271,0.402,0.449
64,GSDHO.IS,1.3549972559003336,0.882531300162879,1.5353532001077548,0.574,0.447
65,KRDMD.IS,1.2289515999611214,0.994633653936447,1.2355821614293039,0.427,0.446
66,ZOREN.IS,0.9100883395821646,0.6168167503064078,1.4754598332974456,0.588,0.442
67,GUBRF.IS,0.3383653942345262,0.46270895783441507,0.7312704638746449,0.495,0.438
68,AEFES.IS,0.8709992524964189,1.9729524891664927,0.4414699579838272,0.541,0.434
69,KORDS.IS,0.8530517233605417,0.740227763201149,1.1524178986093148,0.366,0.433
70,OYAKC.IS,2.5566661164580338,1.7449152110880393,1.465209369608182,0.53,0.431
71,HEKTS.IS,1.3353740472712579,0.37074165753748334,3.601899112554533,0.518,0.43
72,FROTO.IS,1.0633517930479002,1.125212811240454,0.9450228280600919,0.462,0.429
73,KOZAL.IS,1.58244220628199,0.5431990270280553,2.9131904284509322,0.534,0.427
74,ASELS.IS,1.059589439472596,1.1143474017173907,0.9508609593737072,0.435,0.42
75,SISE.IS,0.9265344588983647,0.7445720824095059,1.244385172084362,0.457,0.402
76,EREGL.IS,0.8500701291905395,0.6785915662676341,1.2526977514118927,0.386,0.341
77,SASA.IS,1.1419312715455514,0.5582585483276513,2.045524022814126,0.444,0.322
