Date,max
2021-08-23 00:00:00+03:00,210184.47999999998
2021-12-16 00:00:00+03:00,295369.12
2022-06-07 00:00:00+03:00,402775.83999999997
2022-12-27 00:00:00+03:00,1439806.24
2023-09-11 00:00:00+03:00,1518509.4399999997
